label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
trend100|maexit200b|monthly|1shot,trend,monthly,False,maexit200b,9918011.91,-0.008199,-0.000351,0.011313,113132.27,-0.0311,-0.0566,-0.3037,0.8156,6e-06,0.9997,0.0004,173611.11,5,1,True
trend100|maexit200b|monthly|rot,trend,monthly,True,maexit200b,9918011.91,-0.008199,-0.000351,0.011313,113132.27,-0.0311,-0.0566,-0.3037,0.8156,6e-06,0.9997,0.0004,173611.11,5,1,True
dipB|trail35|monthly|1shot,dip,monthly,False,trail35,7482337.33,-0.251766,-0.012306,0.392394,4832114.23,-0.0314,-0.0249,-0.1764,38.755,0.000211,0.9914,0.0167,10000000.0,2,1,True
dipB|trail35|monthly|rot,dip,monthly,True,trail35,7482337.33,-0.251766,-0.012306,0.392394,4832114.23,-0.0314,-0.0249,-0.1764,38.755,0.000211,0.9914,0.0167,10000000.0,2,1,True
scaled_invvol|glide12|monthly|1shot,scaled,monthly,False,glide12,6363503.71,-0.36365,-0.019111,0.53165,6043397.2,-0.0359,-0.1098,-0.1175,25.8728,0.018193,0.9932,0.2051,6584121.92,276,13,True
dipA|maexit200|monthly|1shot,dip,monthly,False,maexit200,5685717.81,-0.431428,-0.023816,0.649634,7020486.38,-0.0367,-0.0294,-0.1569,46.8222,0.000453,0.9922,0.026,10000000.0,2,1,True
dipA|maexit200|monthly|rot,dip,monthly,True,maexit200,5685717.81,-0.431428,-0.023816,0.649634,7020486.38,-0.0367,-0.0294,-0.1569,46.8222,0.000453,0.9922,0.026,10000000.0,2,1,True
dipA|maexit200b|monthly|1shot,dip,monthly,False,maexit200b,5685717.81,-0.431428,-0.023816,0.649634,7020486.38,-0.0367,-0.0294,-0.1569,46.8222,0.000453,0.9922,0.026,10000000.0,2,1,True
dipA|maexit200b|monthly|rot,dip,monthly,True,maexit200b,5685717.81,-0.431428,-0.023816,0.649634,7020486.38,-0.0367,-0.0294,-0.1569,46.8222,0.000453,0.9922,0.026,10000000.0,2,1,True
scaled_invvol|trail35|monthly|1shot,scaled,monthly,False,trail35,7385056.0,-0.261494,-0.012857,0.350322,3982195.26,-0.0367,-0.0963,-0.115,21.5108,0.013681,0.9932,0.139,5303087.27,219,1,True
scaled_invvol|trail35|monthly|rot,scaled,monthly,True,trail35,7385056.0,-0.261494,-0.012857,0.350322,3982195.26,-0.0367,-0.0963,-0.115,21.5108,0.013681,0.9932,0.139,5303087.27,219,1,True
dipA|trail25|monthly|1shot,dip,monthly,False,trail25,7887630.81,-0.211237,-0.010079,0.270126,2919208.84,-0.0373,-0.02,-0.144,26.7105,0.000203,0.9922,0.017,10000000.0,2,1,True
dipA|trail25|monthly|rot,dip,monthly,True,trail25,7887630.81,-0.211237,-0.010079,0.270126,2919208.84,-0.0373,-0.02,-0.144,26.7105,0.000203,0.9922,0.017,10000000.0,2,1,True
trend100|trail15|monthly|1shot,trend,monthly,False,trail15,8641417.16,-0.135858,-0.006214,0.164064,1695993.67,-0.0379,-0.0983,-0.1727,13.8312,0.005593,0.9968,0.0407,3194444.44,45,1,True
trend100|trail15|monthly|rot,trend,monthly,True,trail15,8641417.16,-0.135858,-0.006214,0.164064,1695993.67,-0.0379,-0.0983,-0.1727,13.8312,0.005593,0.9968,0.0407,3194444.44,45,1,True
trend200|trail15|monthly|1shot,trend,monthly,False,trail15,8580215.33,-0.141978,-0.006516,0.162966,1670517.41,-0.04,-0.1069,-0.1888,13.7142,0.005485,0.997,0.0387,3194444.44,41,1,True
trend200|trail15|monthly|rot,trend,monthly,True,trail15,8580215.33,-0.141978,-0.006516,0.162966,1670517.41,-0.04,-0.1069,-0.1888,13.7142,0.005485,0.997,0.0387,3194444.44,41,1,True
trend200|glide12|monthly|1shot,trend,monthly,False,glide12,4955982.83,-0.504402,-0.029523,0.724112,8904937.97,-0.0408,-0.059,-0.0628,34.9996,0.031011,0.9924,0.3391,9583333.33,119,12,True
trend100|glide12|monthly|1shot,trend,monthly,False,glide12,4937271.9,-0.506273,-0.02968,0.727853,8960750.96,-0.0408,-0.0513,-0.0544,35.5208,0.031924,0.9924,0.3495,9583333.33,130,13,True
scaled_invvol|trail15|monthly|1shot,scaled,monthly,False,trail15,8592859.53,-0.140714,-0.006453,0.156047,1588815.14,-0.0414,-0.1283,-0.2145,12.9018,0.004844,0.9975,0.0341,2542738.76,104,1,True
scaled_invvol|trail15|monthly|rot,scaled,monthly,True,trail15,8592859.53,-0.140714,-0.006453,0.156047,1588815.14,-0.0414,-0.1283,-0.2145,12.9018,0.004844,0.9975,0.0341,2542738.76,104,1,True
