label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
dipB|tp50|monthly|1shot,dip,monthly,False,tp50,326994.51,-0.967301,-0.230786,0.974922,12005630.08,-0.2367,-0.3069,-0.2979,79.054,0.066138,0.9845,0.984,10000000.0,127,0,False
dipB|tp50|monthly|rot,dip,monthly,True,tp50,326994.51,-0.967301,-0.230786,0.974922,12005630.08,-0.2367,-0.3069,-0.2979,79.054,0.066138,0.9845,0.984,10000000.0,127,0,False
dipB|tp100|monthly|1shot,dip,monthly,False,tp100,326994.51,-0.967301,-0.230786,0.974922,12005630.08,-0.2367,-0.3069,-0.2979,79.054,0.066138,0.9845,0.984,10000000.0,127,0,False
dipB|tp100|monthly|rot,dip,monthly,True,tp100,326994.51,-0.967301,-0.230786,0.974922,12005630.08,-0.2367,-0.3069,-0.2979,79.054,0.066138,0.9845,0.984,10000000.0,127,0,False
dipA|hold|monthly|1shot,dip,monthly,False,hold,286961.81,-0.971304,-0.238454,0.974922,10535826.03,-0.2446,-0.3256,-0.3165,79.0653,0.066363,0.986,0.9862,10000000.0,127,0,False
dipA|tp50|monthly|1shot,dip,monthly,False,tp50,286961.81,-0.971304,-0.238454,0.974922,10535826.03,-0.2446,-0.3256,-0.3165,79.0653,0.066363,0.986,0.9862,10000000.0,127,0,False
dipA|tp50|monthly|rot,dip,monthly,True,tp50,286961.81,-0.971304,-0.238454,0.974922,10535826.03,-0.2446,-0.3256,-0.3165,79.0653,0.066363,0.986,0.9862,10000000.0,127,0,False
dipA|tp100|monthly|1shot,dip,monthly,False,tp100,286961.81,-0.971304,-0.238454,0.974922,10535826.03,-0.2446,-0.3256,-0.3165,79.0653,0.066363,0.986,0.9862,10000000.0,127,0,False
dipA|tp100|monthly|rot,dip,monthly,True,tp100,286961.81,-0.971304,-0.238454,0.974922,10535826.03,-0.2446,-0.3256,-0.3165,79.0653,0.066363,0.986,0.9862,10000000.0,127,0,False
lump|hold|monthly|1shot,lump,monthly,False,hold,185667.82,-0.981433,-0.263469,0.982465,9824650.86,-0.2682,-0.3875,-0.3766,84.7209,0.067407,0.9997,1.0,10000000.0,1,0,False
lump|tp50|monthly|1shot,lump,monthly,False,tp50,185667.82,-0.981433,-0.263469,0.982465,9824650.86,-0.2682,-0.3875,-0.3766,84.7209,0.067407,0.9997,1.0,10000000.0,1,0,False
lump|tp50|monthly|rot,lump,monthly,True,tp50,185667.82,-0.981433,-0.263469,0.982465,9824650.86,-0.2682,-0.3875,-0.3766,84.7209,0.067407,0.9997,1.0,10000000.0,1,0,False
lump|tp100|monthly|1shot,lump,monthly,False,tp100,185667.82,-0.981433,-0.263469,0.982465,9824650.86,-0.2682,-0.3875,-0.3766,84.7209,0.067407,0.9997,1.0,10000000.0,1,0,False
lump|tp100|monthly|rot,lump,monthly,True,tp100,185667.82,-0.981433,-0.263469,0.982465,9824650.86,-0.2682,-0.3875,-0.3766,84.7209,0.067407,0.9997,1.0,10000000.0,1,0,False
