combo,n_components,tp_pct,n_trades,n_signals_raw,hit_rate,avg_days_to_tp,avg_win_return,failure_mean,failure_median,avg_mfe,avg_mae,expected_value
RSI<35 + DD<=-10 + STREAK>=5,3,5,6,20,100.0000,24.3333,5.6894,0.0000,0.0000,5.8869,-4.4253,5.6894
RSI<35 + RSI<40 + STREAK>=5,3,5,6,20,100.0000,24.3333,5.6894,0.0000,0.0000,5.8869,-4.4253,5.6894
52W<30 + vsMA25<-5,2,5,7,20,100.0000,11.1429,5.6692,0.0000,0.0000,6.2232,-2.2145,5.6692
RET5<-3 + GOLDEN,2,5,5,55,100.0000,120.2000,5.6666,0.0000,0.0000,5.9684,-8.9064,5.6666
BB<20 + STREAK>=5 + RET5<-3,3,5,8,22,100.0000,15.0000,5.6642,0.0000,0.0000,5.9472,-3.8430,5.6642
DD<=-10 + STREAK>=5 + RET5<-3,3,5,8,24,100.0000,16.3750,5.6613,0.0000,0.0000,5.9444,-3.8456,5.6613
STREAK>=5 + RET5<-3,2,5,8,24,100.0000,16.3750,5.6613,0.0000,0.0000,5.9444,-3.8456,5.6613
RET20<-5 + RET5<-3 + GOLDEN,3,5,6,22,100.0000,35.5000,5.6572,0.0000,0.0000,5.8286,-6.7192,5.6572
52W<30 + STREAK>=10 + vsMA75<-5,3,5,3,20,100.0000,8.6667,5.6561,0.0000,0.0000,6.0492,-3.0183,5.6561
STREAK>=5 + vsMA75<-5,2,5,7,52,100.0000,17.0000,5.6554,0.0000,0.0000,5.9948,-4.1926,5.6554
DD<=-10 + STREAK>=5 + vsMA75<-5,3,5,7,52,100.0000,17.0000,5.6554,0.0000,0.0000,5.9948,-4.1926,5.6554
RSI<40 + 52W<30 + RET5<-3,3,5,7,32,100.0000,34.2857,5.6394,0.0000,0.0000,6.0555,-3.6806,5.6394
RSI<35 + RET20<-5 + GOLDEN,3,5,6,26,100.0000,30.6667,5.6269,0.0000,0.0000,5.9092,-6.3566,5.6269
BB<20 + STREAK>=5,2,5,9,41,100.0000,20.4444,5.6238,0.0000,0.0000,5.9208,-4.0882,5.6238
BB<20 + DD<=-10 + STREAK>=5,3,5,9,41,100.0000,20.4444,5.6238,0.0000,0.0000,5.9208,-4.0882,5.6238
RSI<35 + 52W<30 + RET5<-3,3,5,9,21,100.0000,16.3333,5.6140,0.0000,0.0000,6.0170,-2.7216,5.6140
RSI<40 + DD<=-10 + vsMA75<-5,3,5,6,36,100.0000,38.5000,5.6088,0.0000,0.0000,5.9850,-6.9004,5.6088
BB<20 + DD<=-10 + vsMA75<-5,3,5,6,38,100.0000,38.5000,5.6088,0.0000,0.0000,5.9850,-6.9004,5.6088
BB<10 + DD<=-10 + vsMA75<-5,3,5,6,27,100.0000,38.5000,5.6088,0.0000,0.0000,5.9850,-6.9004,5.6088
DD<=-10 + RET20<-5 + RET5<-3,3,5,6,29,100.0000,50.1667,5.6025,0.0000,0.0000,5.7285,-7.6476,5.6025
BB<10 + DD<=-10 + RET20<-5,3,5,6,31,100.0000,50.1667,5.6025,0.0000,0.0000,5.7285,-7.6476,5.6025
RSI<40 + DD<=-10 + RET20<-5,3,5,6,50,100.0000,50.1667,5.6025,0.0000,0.0000,5.7285,-7.6476,5.6025
BB<20 + DD<=-10 + RET20<-5,3,5,6,43,100.0000,50.1667,5.6025,0.0000,0.0000,5.7285,-7.6476,5.6025
RSI<40 + 52W<30 + STREAK>=5,3,5,7,24,100.0000,14.7143,5.5863,0.0000,0.0000,5.8909,-2.6879,5.5863
STREAK>=5,1,5,10,147,100.0000,21.4000,5.5862,0.0000,0.0000,5.8964,-3.8684,5.5862
DD<=-10 + STREAK>=5,2,5,10,147,100.0000,21.4000,5.5862,0.0000,0.0000,5.8964,-3.8684,5.5862
RSI<35 + DD<=-10 + RET20<-5,3,5,6,32,100.0000,50.0000,5.5806,0.0000,0.0000,5.7066,-7.6666,5.5806
DD<=-10 + RET20<-5 + vsMA25<-5,3,5,7,27,100.0000,17.2857,5.5796,0.0000,0.0000,5.9023,-4.3913,5.5796
DD<=-10 + RET20<-5,2,5,7,82,100.0000,46.7143,5.5501,0.0000,0.0000,5.6582,-7.5365,5.5501
RET20<-5 + GOLDEN,2,5,7,60,100.0000,35.2857,5.5467,0.0000,0.0000,5.6879,-6.5811,5.5467
BB<20 + RET20<-5 + GOLDEN,3,5,7,40,100.0000,35.2857,5.5467,0.0000,0.0000,5.6879,-6.5811,5.5467
RSI<40 + RET20<-5 + GOLDEN,3,5,7,46,100.0000,35.2857,5.5467,0.0000,0.0000,5.6879,-6.5811,5.5467
52W<30 + DD<=-10,2,5,6,84,100.0000,34.3333,5.5318,0.0000,0.0000,5.9257,-3.8776,5.5318
BB<20 + 52W<30 + DD<=-10,3,5,6,42,100.0000,34.3333,5.5318,0.0000,0.0000,5.9257,-3.8776,5.5318
RSI<40 + 52W<30 + DD<=-10,3,5,6,38,100.0000,34.3333,5.5318,0.0000,0.0000,5.9257,-3.8776,5.5318
52W<30 + DD<=-10 + RET20<-5,3,5,6,48,100.0000,33.5000,5.5235,0.0000,0.0000,5.9020,-3.7139,5.5235
BB<20 + RET5<-3 + GOLDEN,3,5,4,38,100.0000,139.7500,5.5234,0.0000,0.0000,5.9295,-9.4836,5.5234
BB<10 + RET20<-5 + vsMA25<-5,3,5,9,23,100.0000,15.7778,5.5220,0.0000,0.0000,5.8826,-3.5325,5.5220
BB<20 + RET20<-5 + vsMA25<-5,3,5,9,27,100.0000,15.7778,5.5220,0.0000,0.0000,5.8826,-3.5325,5.5220
RSI<35 + RET20<-5 + vsMA25<-5,3,5,9,21,100.0000,15.7778,5.5220,0.0000,0.0000,5.8826,-3.5325,5.5220
RET20<-5 + RET5<-3 + vsMA25<-5,3,5,9,25,100.0000,15.7778,5.5220,0.0000,0.0000,5.8826,-3.5325,5.5220
RET20<-5 + vsMA25<-5,2,5,9,31,100.0000,15.7778,5.5220,0.0000,0.0000,5.8826,-3.5325,5.5220
RSI<40 + RET20<-5 + vsMA25<-5,3,5,9,28,100.0000,15.7778,5.5220,0.0000,0.0000,5.8826,-3.5325,5.5220
BB<10 + RET20<-5,2,5,11,46,100.0000,36.7273,5.5166,0.0000,0.0000,5.6559,-4.8505,5.5166
RSI<40 + BB<10 + RET20<-5,3,5,11,44,100.0000,36.7273,5.5166,0.0000,0.0000,5.6559,-4.8505,5.5166
BB<20 + BB<10 + RET20<-5,3,5,11,46,100.0000,36.7273,5.5166,0.0000,0.0000,5.6559,-4.8505,5.5166
BB<10 + 52W<30 + RET20<-5,3,5,8,25,100.0000,29.7500,5.5074,0.0000,0.0000,5.8150,-2.9534,5.5074
BB<20 + 52W<30 + STREAK>=5,3,5,7,29,100.0000,16.2857,5.5063,0.0000,0.0000,5.8013,-3.0811,5.5063
RSI<35 + 52W<30 + DD<=-10,3,5,6,22,100.0000,33.3333,5.5015,0.0000,0.0000,5.8801,-3.7329,5.5015
RSI<40 + BB<10 + 52W<30,3,5,8,38,100.0000,32.5000,5.4974,0.0000,0.0000,5.9493,-3.7317,5.4974
52W<30 + RET20<-5 + RET5<-3,3,5,7,23,100.0000,32.2857,5.4790,0.0000,0.0000,5.7853,-3.3168,5.4790
52W<30 + STREAK>=5 + RET20<-5,3,5,7,37,100.0000,13.7143,5.4768,0.0000,0.0000,5.7968,-2.4720,5.4768
RSI<35 + RET20<-5 + RET5<-3,3,5,11,29,100.0000,23.0000,5.4729,0.0000,0.0000,5.7372,-3.9424,5.4729
RSI<35 + DD<=-10 + RET5<-3,3,5,8,26,100.0000,31.0000,5.4550,0.0000,0.0000,5.6219,-6.2678,5.4550
BB<20 + BB<10 + 52W<30,3,5,8,47,100.0000,34.2500,5.4511,0.0000,0.0000,5.9028,-3.7735,5.4511
BB<10 + 52W<30,2,5,8,47,100.0000,34.2500,5.4511,0.0000,0.0000,5.9028,-3.7735,5.4511
RSI<35 + BB<10 + 52W<30,3,5,8,23,100.0000,30.6250,5.4355,0.0000,0.0000,5.8275,-3.3388,5.4355
BB<10 + RET20<-5 + RET5<-3,3,5,10,36,100.0000,39.9000,5.4188,0.0000,0.0000,5.5531,-5.2784,5.4188
BB<20 + RET20<-5 + RET5<-3,3,5,10,39,100.0000,39.9000,5.4188,0.0000,0.0000,5.5531,-5.2784,5.4188
RET20<-5 + RET5<-3,2,5,10,41,100.0000,39.9000,5.4188,0.0000,0.0000,5.5531,-5.2784,5.4188
RSI<40 + RET20<-5 + RET5<-3,3,5,10,39,100.0000,39.9000,5.4188,0.0000,0.0000,5.5531,-5.2784,5.4188
BB<10 + 52W<30 + RET5<-3,3,5,7,31,100.0000,37.4286,5.4146,0.0000,0.0000,5.8856,-4.2540,5.4146
BB<20 + 52W<30 + RET5<-3,3,5,7,34,100.0000,37.4286,5.4146,0.0000,0.0000,5.8856,-4.2540,5.4146
52W<30 + RET5<-3,2,5,7,37,100.0000,37.4286,5.4146,0.0000,0.0000,5.8856,-4.2540,5.4146
BB<10 + 52W<30 + STREAK>=5,3,5,6,21,100.0000,17.1667,5.4145,0.0000,0.0000,5.7057,-3.5814,5.4145
52W<30 + RET5<-3,2,10,4,37,75.0000,55.0000,9.6709,-7.4353,-7.4353,10.0299,-6.0464,5.3943
BB<20 + 52W<30,2,10,4,64,75.0000,55.0000,9.6709,-7.4353,-7.4353,10.0299,-6.0464,5.3943
BB<10 + 52W<30,2,10,4,47,75.0000,55.0000,9.6709,-7.4353,-7.4353,10.0299,-6.0464,5.3943
BB<20 + 52W<30 + RET5<-3,3,10,4,34,75.0000,55.0000,9.6709,-7.4353,-7.4353,10.0299,-6.0464,5.3943
BB<20 + BB<10 + 52W<30,3,10,4,47,75.0000,55.0000,9.6709,-7.4353,-7.4353,10.0299,-6.0464,5.3943
BB<10 + 52W<30 + RET5<-3,3,10,4,31,75.0000,55.0000,9.6709,-7.4353,-7.4353,10.0299,-6.0464,5.3943
52W<30 + STREAK>=5 + vsMA75<-5,3,5,5,33,100.0000,10.6000,5.3942,0.0000,0.0000,5.8493,-3.0519,5.3942
RSI<40 + BB<10 + STREAK>=5,3,5,7,23,100.0000,22.0000,5.3933,0.0000,0.0000,5.6341,-4.3544,5.3933
RSI<35 + RSI<40 + RET20<-5,3,5,10,42,100.0000,36.9000,5.3875,0.0000,0.0000,5.5883,-5.0722,5.3875
RSI<35 + RET20<-5,2,5,10,42,100.0000,36.9000,5.3875,0.0000,0.0000,5.5883,-5.0722,5.3875
RSI<35 + BB<10 + RET20<-5,3,5,10,33,100.0000,36.9000,5.3875,0.0000,0.0000,5.5883,-5.0722,5.3875
RSI<35 + BB<20 + RET20<-5,3,5,10,40,100.0000,36.9000,5.3875,0.0000,0.0000,5.5883,-5.0722,5.3875
BB<10 + RET5<-3 + GOLDEN,3,5,5,34,100.0000,97.2000,5.3834,0.0000,0.0000,5.7072,-11.1851,5.3834
BB<20 + 52W<30 + RET20<-5,3,5,8,35,100.0000,31.0000,5.3749,0.0000,0.0000,5.6919,-3.1999,5.3749
52W<30 + RET20<-5,2,5,8,58,100.0000,31.0000,5.3749,0.0000,0.0000,5.6919,-3.1999,5.3749
RSI<40 + 52W<30 + RET20<-5,3,5,8,37,100.0000,31.0000,5.3749,0.0000,0.0000,5.6919,-3.1999,5.3749
52W<30 + DD<=-10 + RET5<-3,3,10,3,27,66.6667,9.0000,9.6680,-3.2176,-3.2176,10.0926,-5.9705,5.3728
RSI<40 + RET20<-5,2,5,11,72,100.0000,39.3636,5.3702,0.0000,0.0000,5.4886,-5.3215,5.3702
BB<20 + RET20<-5,2,5,11,67,100.0000,39.3636,5.3702,0.0000,0.0000,5.4886,-5.3215,5.3702
RSI<40 + BB<20 + RET20<-5,3,5,11,63,100.0000,39.3636,5.3702,0.0000,0.0000,5.4886,-5.3215,5.3702
RSI<40 + GOLDEN,2,5,7,66,100.0000,43.1429,5.3690,0.0000,0.0000,5.5652,-7.9293,5.3690
RSI<40 + BB<20 + GOLDEN,3,5,7,59,100.0000,43.1429,5.3690,0.0000,0.0000,5.5652,-7.9293,5.3690
RSI<40 + BB<10 + GOLDEN,3,5,7,41,100.0000,43.1429,5.3690,0.0000,0.0000,5.5652,-7.9293,5.3690
RSI<40 + BB<20 + 52W<30,3,5,8,48,100.0000,33.7500,5.3649,0.0000,0.0000,5.8263,-3.9782,5.3649
RSI<40 + 52W<30,2,5,8,53,100.0000,33.7500,5.3649,0.0000,0.0000,5.8263,-3.9782,5.3649
RSI<35 + 52W<30 + RET20<-5,3,5,8,24,100.0000,30.8750,5.3585,0.0000,0.0000,5.6755,-3.2141,5.3585
52W<30 + 52W<20 + DD<=-10,3,10,3,33,66.6667,6.0000,9.6427,-3.2176,-3.2176,10.2708,-4.0903,5.3560
BB<20 + 52W<20 + DD<=-10,3,10,3,24,66.6667,6.0000,9.6427,-3.2176,-3.2176,10.2708,-4.0903,5.3560
52W<20 + DD<=-10,2,10,3,33,66.6667,6.0000,9.6427,-3.2176,-3.2176,10.2708,-4.0903,5.3560
RSI<40 + 52W<20 + DD<=-10,3,10,3,22,66.6667,6.0000,9.6427,-3.2176,-3.2176,10.2708,-4.0903,5.3560
BB<10 + STREAK>=5 + RET5<-3,3,5,7,20,100.0000,16.5714,5.3433,0.0000,0.0000,5.6340,-4.0571,5.3433
RSI<40 + DD<=-10 + GOLDEN,3,5,4,40,100.0000,50.0000,5.3347,0.0000,0.0000,5.4487,-10.8449,5.3347
52W<30,1,5,8,123,100.0000,35.5000,5.3186,0.0000,0.0000,5.7798,-4.0199,5.3186
BB<20 + 52W<30,2,5,8,64,100.0000,35.5000,5.3186,0.0000,0.0000,5.7798,-4.0199,5.3186
BB<20 + BB<10 + STREAK>=5,3,5,7,27,100.0000,23.5714,5.3133,0.0000,0.0000,5.5445,-4.7476,5.3133
BB<10 + DD<=-10 + STREAK>=5,3,5,7,27,100.0000,23.5714,5.3133,0.0000,0.0000,5.5445,-4.7476,5.3133
BB<10 + STREAK>=5,2,5,7,27,100.0000,23.5714,5.3133,0.0000,0.0000,5.5445,-4.7476,5.3133
RSI<35 + 52W<30,2,5,8,28,100.0000,31.8750,5.3030,0.0000,0.0000,5.7044,-3.5852,5.3030
RSI<35 + RSI<40 + 52W<30,3,5,8,28,100.0000,31.8750,5.3030,0.0000,0.0000,5.7044,-3.5852,5.3030
RSI<35 + BB<20 + 52W<30,3,5,8,26,100.0000,31.8750,5.3030,0.0000,0.0000,5.7044,-3.5852,5.3030
RSI<35 + RET5<-3,2,5,12,38,100.0000,27.1667,5.3007,0.0000,0.0000,5.5725,-4.8179,5.3007
RSI<35 + BB<10 + RET5<-3,3,5,12,38,100.0000,27.1667,5.3007,0.0000,0.0000,5.5725,-4.8179,5.3007
RSI<35 + RSI<40 + RET5<-3,3,5,12,38,100.0000,27.1667,5.3007,0.0000,0.0000,5.5725,-4.8179,5.3007
RSI<35 + BB<20 + RET5<-3,3,5,12,38,100.0000,27.1667,5.3007,0.0000,0.0000,5.5725,-4.8179,5.3007
RSI<40 + BB<20 + DD<=-10,3,5,6,60,100.0000,57.3333,5.2958,0.0000,0.0000,5.3954,-8.9191,5.2958
RSI<40 + BB<10 + DD<=-10,3,5,6,47,100.0000,57.3333,5.2958,0.0000,0.0000,5.3954,-8.9191,5.2958
RSI<40 + DD<=-10,2,5,6,69,100.0000,57.3333,5.2958,0.0000,0.0000,5.3954,-8.9191,5.2958
STREAK>=5 + STREAK>=20,2,5,4,40,100.0000,33.2500,5.2880,0.0000,0.0000,5.4411,-1.7995,5.2880
STREAK>=10 + STREAK>=20,2,5,4,40,100.0000,33.2500,5.2880,0.0000,0.0000,5.4411,-1.7995,5.2880
DD<=-10 + STREAK>=5 + STREAK>=20,3,5,4,40,100.0000,33.2500,5.2880,0.0000,0.0000,5.4411,-1.7995,5.2880
STREAK>=20,1,5,4,40,100.0000,33.2500,5.2880,0.0000,0.0000,5.4411,-1.7995,5.2880
DD<=-10 + STREAK>=20,2,5,4,40,100.0000,33.2500,5.2880,0.0000,0.0000,5.4411,-1.7995,5.2880
STREAK>=5 + STREAK>=10 + STREAK>=20,3,5,4,40,100.0000,33.2500,5.2880,0.0000,0.0000,5.4411,-1.7995,5.2880
DD<=-10 + STREAK>=10 + STREAK>=20,3,5,4,40,100.0000,33.2500,5.2880,0.0000,0.0000,5.4411,-1.7995,5.2880
BB<20 + BB<10 + GOLDEN,3,5,5,59,100.0000,97.8000,5.2730,0.0000,0.0000,5.5969,-11.2827,5.2730
BB<10 + GOLDEN,2,5,5,59,100.0000,97.8000,5.2730,0.0000,0.0000,5.5969,-11.2827,5.2730
BB<20 + GOLDEN,2,5,4,95,100.0000,140.5000,5.2673,0.0000,0.0000,5.6730,-9.7116,5.2673
52W<30 + DD<=-10 + STREAK>=5,3,5,7,65,100.0000,18.2857,5.2614,0.0000,0.0000,5.5477,-3.3298,5.2614
52W<30 + STREAK>=5,2,5,7,65,100.0000,18.2857,5.2614,0.0000,0.0000,5.5477,-3.3298,5.2614
RSI<40 + RET5<-3 + GOLDEN,3,5,7,30,100.0000,38.0000,5.2565,0.0000,0.0000,5.3853,-6.9746,5.2565
STREAK>=10 + RET20<-5 + vsMA75<-5,3,5,2,21,100.0000,24.0000,5.2546,0.0000,0.0000,5.7969,-9.7988,5.2546
BB<20 + BB<10 + DD<=-10,3,5,5,53,100.0000,84.4000,5.2136,0.0000,0.0000,5.2749,-10.6899,5.2136
BB<10 + DD<=-10,2,5,5,53,100.0000,84.4000,5.2136,0.0000,0.0000,5.2749,-10.6899,5.2136
DD<=-10 + GOLDEN,2,5,3,67,100.0000,92.6667,5.2107,0.0000,0.0000,5.2655,-14.4381,5.2107
BB<10 + DD<=-10 + GOLDEN,3,5,3,25,100.0000,92.6667,5.2107,0.0000,0.0000,5.2655,-14.4381,5.2107
BB<20 + DD<=-10 + GOLDEN,3,5,3,37,100.0000,92.6667,5.2107,0.0000,0.0000,5.2655,-14.4381,5.2107
DD<=-10 + vsMA25<-5,2,5,7,29,100.0000,22.1429,5.2093,0.0000,0.0000,5.4992,-5.2411,5.2093
BB<10 + DD<=-10 + vsMA25<-5,3,5,7,21,100.0000,22.1429,5.2093,0.0000,0.0000,5.4992,-5.2411,5.2093
BB<20 + DD<=-10 + vsMA25<-5,3,5,7,25,100.0000,22.1429,5.2093,0.0000,0.0000,5.4992,-5.2411,5.2093
DD<=-10 + RET5<-3 + vsMA25<-5,3,5,7,23,100.0000,22.1429,5.2093,0.0000,0.0000,5.4992,-5.2411,5.2093
RSI<40 + DD<=-10 + vsMA25<-5,3,5,7,26,100.0000,22.1429,5.2093,0.0000,0.0000,5.4992,-5.2411,5.2093
RSI<35 + DD<=-10 + vsMA25<-5,3,5,7,20,100.0000,22.1429,5.2093,0.0000,0.0000,5.4992,-5.2411,5.2093
RSI<35 + RSI<40 + GOLDEN,3,5,6,29,100.0000,36.5000,5.1984,0.0000,0.0000,5.4424,-7.3449,5.1984
RSI<35 + BB<10 + GOLDEN,3,5,6,20,100.0000,36.5000,5.1984,0.0000,0.0000,5.4424,-7.3449,5.1984
RSI<35 + GOLDEN,2,5,6,29,100.0000,36.5000,5.1984,0.0000,0.0000,5.4424,-7.3449,5.1984
RSI<35 + BB<20 + GOLDEN,3,5,6,27,100.0000,36.5000,5.1984,0.0000,0.0000,5.4424,-7.3449,5.1984
BB<20 + DD<=-10 + RET5<-3,3,5,6,42,100.0000,58.8333,5.1912,0.0000,0.0000,5.3232,-9.0807,5.1912
DD<=-10 + RET5<-3,2,5,6,52,100.0000,58.8333,5.1912,0.0000,0.0000,5.3232,-9.0807,5.1912
BB<10 + DD<=-10 + RET5<-3,3,5,6,37,100.0000,58.8333,5.1912,0.0000,0.0000,5.3232,-9.0807,5.1912
RSI<40 + DD<=-10 + RET5<-3,3,5,6,40,100.0000,56.6667,5.1788,0.0000,0.0000,5.2820,-8.8027,5.1788
DD<=-10 + RET5<-3 + GOLDEN,3,5,4,23,100.0000,52.2500,5.1778,0.0000,0.0000,5.3403,-11.0873,5.1778
RSI<35 + DD<=-10 + GOLDEN,3,5,4,22,100.0000,49.0000,5.1592,0.0000,0.0000,5.2785,-10.6703,5.1592
RSI<40 + BB<20 + vsMA25<-5,3,5,9,30,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RSI<35 + BB<10 + vsMA25<-5,3,5,9,24,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RSI<35 + RET5<-3 + vsMA25<-5,3,5,9,23,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RSI<35 + RSI<40 + vsMA25<-5,3,5,9,24,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
BB<10 + RET5<-3 + vsMA25<-5,3,5,9,25,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
vsMA25<-5,1,5,9,34,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
BB<10 + vsMA25<-5,2,5,9,26,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RSI<35 + vsMA25<-5,2,5,9,24,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RSI<40 + BB<10 + vsMA25<-5,3,5,9,26,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RSI<35 + BB<20 + vsMA25<-5,3,5,9,24,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
BB<20 + BB<10 + vsMA25<-5,3,5,9,26,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RET5<-3 + vsMA25<-5,2,5,9,28,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
BB<20 + vsMA25<-5,2,5,9,30,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RSI<40 + vsMA25<-5,2,5,9,31,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RSI<40 + RET5<-3 + vsMA25<-5,3,5,9,28,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
BB<20 + RET5<-3 + vsMA25<-5,3,5,9,28,100.0000,20.0000,5.1548,0.0000,0.0000,5.5770,-4.4636,5.1548
RSI<35 + BB<20 + DD<=-10,3,5,6,36,100.0000,55.6667,5.1486,0.0000,0.0000,5.2364,-8.6580,5.1486
RSI<35 + DD<=-10,2,5,6,38,100.0000,55.6667,5.1486,0.0000,0.0000,5.2364,-8.6580,5.1486
RSI<35 + BB<10 + DD<=-10,3,5,6,30,100.0000,55.6667,5.1486,0.0000,0.0000,5.2364,-8.6580,5.1486
RSI<35 + RSI<40 + DD<=-10,3,5,6,38,100.0000,55.6667,5.1486,0.0000,0.0000,5.2364,-8.6580,5.1486
BB<20 + DD<=-10,2,5,6,75,100.0000,71.3333,5.1051,0.0000,0.0000,5.2373,-8.9082,5.1051
RSI<35,1,5,10,51,100.0000,41.2000,5.0860,0.0000,0.0000,5.3313,-5.9620,5.0860
RSI<35 + BB<20 + BB<10,3,5,10,42,100.0000,41.2000,5.0860,0.0000,0.0000,5.3313,-5.9620,5.0860
RSI<35 + BB<10,2,5,10,42,100.0000,41.2000,5.0860,0.0000,0.0000,5.3313,-5.9620,5.0860
RSI<35 + BB<20,2,5,10,49,100.0000,41.2000,5.0860,0.0000,0.0000,5.3313,-5.9620,5.0860
RSI<35 + RSI<40,2,5,10,51,100.0000,41.2000,5.0860,0.0000,0.0000,5.3313,-5.9620,5.0860
RSI<35 + RSI<40 + BB<10,3,5,10,42,100.0000,41.2000,5.0860,0.0000,0.0000,5.3313,-5.9620,5.0860
RSI<35 + RSI<40 + BB<20,3,5,10,49,100.0000,41.2000,5.0860,0.0000,0.0000,5.3313,-5.9620,5.0860
DD<=-10,1,5,7,208,100.0000,62.4286,5.0028,0.0000,0.0000,5.2457,-7.8529,5.0028
STREAK>=5 + STREAK>=10,2,5,4,99,100.0000,50.0000,4.8928,0.0000,0.0000,5.2149,-7.0276,4.8928
DD<=-10 + STREAK>=5 + STREAK>=10,3,5,4,99,100.0000,50.0000,4.8928,0.0000,0.0000,5.2149,-7.0276,4.8928
DD<=-10 + STREAK>=10,2,5,4,99,100.0000,50.0000,4.8928,0.0000,0.0000,5.2149,-7.0276,4.8928
STREAK>=10,1,5,4,99,100.0000,50.0000,4.8928,0.0000,0.0000,5.2149,-7.0276,4.8928
STREAK>=5 + STREAK>=10 + vsMA75<-5,3,5,3,26,100.0000,19.6667,4.8403,0.0000,0.0000,5.3580,-7.9708,4.8403
STREAK>=10 + vsMA75<-5,2,5,3,26,100.0000,19.6667,4.8403,0.0000,0.0000,5.3580,-7.9708,4.8403
DD<=-10 + STREAK>=10 + vsMA75<-5,3,5,3,26,100.0000,19.6667,4.8403,0.0000,0.0000,5.3580,-7.9708,4.8403
DD<=-10 + STREAK>=10 + RET20<-5,3,5,2,31,100.0000,82.0000,4.8309,0.0000,0.0000,5.2554,-12.3961,4.8309
STREAK>=10 + RET20<-5,2,5,2,31,100.0000,82.0000,4.8309,0.0000,0.0000,5.2554,-12.3961,4.8309
STREAK>=5 + STREAK>=10 + RET20<-5,3,5,2,31,100.0000,82.0000,4.8309,0.0000,0.0000,5.2554,-12.3961,4.8309
BB<20 + BB<10 + RET5<-3,3,15,4,67,50.0000,163.0000,16.9579,-7.4517,-7.4517,13.0038,-11.6742,4.7531
BB<10 + RET5<-3,2,15,4,67,50.0000,163.0000,16.9579,-7.4517,-7.4517,13.0038,-11.6742,4.7531
BB<20 + RET5<-3,2,15,4,77,50.0000,163.0000,16.9579,-7.4517,-7.4517,13.0038,-11.6742,4.7531
RSI<40 + BB<20,2,15,4,104,50.0000,129.0000,14.1576,-4.8070,-4.8070,12.3794,-10.0788,4.6753
RSI<40 + BB<20 + BB<10,3,15,4,79,50.0000,129.0000,14.1576,-4.8070,-4.8070,12.3794,-10.0788,4.6753
RSI<40 + BB<10,2,15,4,79,50.0000,129.0000,14.1576,-4.8070,-4.8070,12.3794,-10.0788,4.6753
RSI<40,1,15,4,113,50.0000,129.0000,14.1576,-4.8070,-4.8070,12.3794,-10.0788,4.6753
GOLDEN,1,5,9,533,88.8889,55.1250,5.3071,-1.1940,-1.1940,4.9807,-5.9450,4.5848
RET5<-3,1,10,5,106,60.0000,128.6667,9.4647,-2.8311,-2.8311,8.8760,-11.3476,4.5464
RSI<40 + RET5<-3 + GOLDEN,3,10,3,30,66.6667,121.0000,10.3798,-7.4680,-7.4680,10.5017,-9.0666,4.4305
RSI<40 + BB<20 + RET5<-3,3,5,10,62,90.0000,33.2222,5.2729,-3.6254,-3.6254,5.2027,-6.4136,4.3831
RSI<40 + RET5<-3,2,5,10,63,90.0000,33.2222,5.2729,-3.6254,-3.6254,5.2027,-6.4136,4.3831
BB<20 + RET5<-3 + GOLDEN,3,10,3,38,66.6667,146.5000,10.2975,-7.4680,-7.4680,10.5641,-11.0865,4.3757
BB<10 + RET5<-3 + GOLDEN,3,10,3,34,66.6667,146.5000,10.2975,-7.4680,-7.4680,10.5641,-11.0865,4.3757
RSI<40 + GOLDEN,2,10,3,66,66.6667,124.5000,10.2968,-7.4680,-7.4680,10.2885,-9.0613,4.3752
RSI<40 + BB<10 + GOLDEN,3,10,3,41,66.6667,124.5000,10.2968,-7.4680,-7.4680,10.2885,-9.0613,4.3752
RSI<40 + BB<20 + GOLDEN,3,10,3,59,66.6667,124.5000,10.2968,-7.4680,-7.4680,10.2885,-9.0613,4.3752
RSI<40 + BB<10 + RET5<-3,3,5,9,57,88.8889,34.8750,5.3433,-3.6254,-3.6254,5.2228,-7.0093,4.3468
