date,side,shares,price,value,lot_id,realized_pnl_before_tax,realized_pnl_after_tax,reason,event_type
2021-05-11,SELL,36,16356.728000000001,588842.208,710,14122.221041095907,11253.291836597273,take_profit,take_profit
2021-05-11,SELL,36,16356.728000000001,588842.208,711,14167.235835616455,11289.161875610973,take_profit,take_profit
2021-05-11,SELL,13,16356.728000000001,212637.464,715,3490.3055342465636,2781.249964964374,take_profit,take_profit
2021-05-11,BUY,1,16363.271999999999,16363.271999999999,717,0.0,0.0,buy_signal,buy
2021-05-12,BUY,3,15733.145999999999,47199.437999999995,718,0.0,0.0,buy_signal,buy
2021-05-13,BUY,23,14742.948,339087.804,719,0.0,0.0,buy_signal,buy
2021-05-14,BUY,23,14822.964,340928.172,720,0.0,0.0,buy_signal,buy
2021-05-17,BUY,22,15303.06,336667.32,721,0.0,0.0,buy_signal,buy
2021-05-18,BUY,23,14912.982,342998.586,722,0.0,0.0,buy_signal,buy
2021-05-19,SELL,23,14807.038,340561.874,719,1369.0538904109658,1090.9305925739782,take_profit,take_profit
2021-05-19,BUY,12,14812.962,177755.544,723,0.0,0.0,buy_signal,buy
2021-05-20,BUY,22,14812.962,325885.164,724,0.0,0.0,buy_signal,buy
2021-05-21,BUY,7,15253.05,106771.34999999999,725,0.0,0.0,buy_signal,buy
2021-05-26,SELL,23,15356.928,353209.344,720,12067.187561643797,9615.73840849586,take_profit,take_profit
2021-05-26,SELL,23,15356.928,353209.344,722,10049.352191780794,8007.826294020526,take_profit,take_profit
2021-05-26,SELL,12,15356.928,184283.136,723,6457.529095890415,5145.682060060277,take_profit,take_profit
2021-05-26,SELL,22,15356.928,337852.41599999997,724,11864.101534246554,9453.909307564367,take_profit,take_profit
2021-05-31,SELL,22,16016.796,352369.512,721,15443.06695890409,12305.807906202725,take_profit,take_profit
2021-05-31,SELL,7,16016.796,112117.572,725,5296.06210958905,4220.167092026035,take_profit,take_profit
2021-06-15,SELL,3,16286.742,48860.226,718,1574.8226301369941,1254.8974128246637,take_profit,take_profit
2021-06-16,SELL,36,16326.734,587762.424,712,4810.254904109561,3833.0516203397037,take_profit,take_profit
2021-06-16,SELL,36,16326.734,587762.424,714,6374.6526410347515,5079.641957008542,take_profit,take_profit
2021-06-16,SELL,13,16326.734,212247.54200000002,716,2321.613369863031,1849.9776137753563,take_profit,take_profit
2021-06-22,BUY,22,15573.114,342608.508,726,0.0,0.0,buy_signal,buy
2021-06-23,BUY,2,15823.163999999999,31646.327999999998,727,0.0,0.0,buy_signal,buy
2021-06-24,BUY,2,15733.145999999999,31466.291999999998,728,0.0,0.0,buy_signal,buy
2021-06-25,BUY,1,16053.21,16053.21,729,0.0,0.0,buy_signal,buy
2021-06-30,BUY,3,15833.166,47499.498,730,0.0,0.0,buy_signal,buy
2021-07-01,BUY,4,15783.155999999999,63132.623999999996,731,0.0,0.0,buy_signal,buy
2021-07-02,BUY,10,15623.124,156231.24,732,0.0,0.0,buy_signal,buy
2021-07-05,BUY,8,15653.13,125225.04,733,0.0,0.0,buy_signal,buy
2021-07-06,BUY,19,15623.124,296839.35599999997,734,0.0,0.0,buy_signal,buy
2021-07-07,BUY,14,15053.01,210742.14,735,0.0,0.0,buy_signal,buy
2021-07-08,BUY,22,15203.039999999999,334466.88,736,0.0,0.0,buy_signal,buy
2021-07-09,BUY,23,14622.923999999999,336327.252,737,0.0,0.0,buy_signal,buy
2021-07-12,SELL,23,15436.912,355048.976,737,18695.522904109635,14897.527426139763,take_profit,take_profit
2021-07-12,BUY,48,15443.088,741268.2239999999,738,0.0,0.0,buy_signal,buy
2021-07-13,BUY,8,15633.126,125065.008,739,0.0,0.0,buy_signal,buy
2021-07-14,SELL,14,15406.918,215696.85199999998,735,4872.843068493121,3882.9249991287434,take_profit,take_profit
2021-07-14,BUY,2,15413.082,30826.164,740,0.0,0.0,buy_signal,buy
2021-07-15,BUY,3,15433.086,46299.258,741,0.0,0.0,buy_signal,buy
2021-07-19,BUY,12,14502.9,174034.8,742,0.0,0.0,buy_signal,buy
2021-07-20,BUY,52,14202.84,738547.68,743,0.0,0.0,buy_signal,buy
2021-07-21,BUY,25,14612.922,365323.05,744,0.0,0.0,buy_signal,buy
2021-07-26,SELL,52,14897.02,774645.04,743,35983.27342465752,28673.271428438344,take_profit,take_profit
2021-07-26,BUY,33,14902.98,491798.33999999997,745,0.0,0.0,buy_signal,buy
2021-07-27,SELL,12,14747.050000000001,176964.6,742,2876.647561643853,2292.2566094959043,take_profit,take_profit
2021-07-27,BUY,10,14752.949999999999,147529.5,746,0.0,0.0,buy_signal,buy
2021-07-30,BUY,1,14482.895999999999,14482.895999999999,747,0.0,0.0,buy_signal,buy
2021-09-01,SELL,25,14997.0,374925.0,744,8850.840410958916,7052.792181472612,take_profit,take_profit
2021-09-01,SELL,1,14997.0,14997.0,747,489.6519452054806,390.1791525369872,take_profit,take_profit
2021-09-02,SELL,22,15356.928,337852.41599999997,736,2470.4975342465395,1968.615960164355,take_profit,take_profit
2021-09-02,SELL,33,15356.928,506778.624,745,13986.43972602744,11145.094495684965,take_profit,take_profit
2021-09-02,SELL,10,15356.928,153569.28,746,5749.8687671232865,4581.782927082191,take_profit,take_profit
2021-09-06,SELL,48,16496.7,791841.6000000001,738,48571.29468493167,38704.0361696878,take_profit,take_profit
2021-09-07,SELL,22,16876.624,371285.728,726,27363.06416438359,21804.257679389066,take_profit,take_profit
2021-09-07,SELL,2,16876.624,33753.248,727,1989.8738630137004,1585.6309877424671,take_profit,take_profit
2021-09-07,SELL,2,16876.624,33753.248,728,2172.335506849317,1731.0255486328783,take_profit,take_profit
2021-09-07,SELL,4,16876.624,67506.496,731,4168.936547945209,3322.01708823014,take_profit,take_profit
2021-09-07,SELL,10,16876.624,168766.24,732,12034.643835616438,9589.805940410959,take_profit,take_profit
2021-09-07,SELL,8,16876.624,135012.992,733,9397.302136986307,7488.240207857539,take_profit,take_profit
2021-09-07,SELL,19,16876.624,320655.85599999997,734,22911.327506849317,18256.89132383288,take_profit,take_profit
2021-09-07,SELL,8,16876.624,135012.992,739,9613.591890410957,7660.590697873971,take_profit,take_profit
2021-09-07,SELL,2,16876.624,33753.248,740,2845.8855342465745,2267.743887964383,take_profit,take_profit
2021-09-07,SELL,3,16876.624,50629.872,741,4212.385726027399,3356.639565784933,take_profit,take_profit
2021-09-08,SELL,1,16806.638,16806.638,729,696.0318356164382,554.6329682109588,take_profit,take_profit
2021-09-08,SELL,3,16806.638,50419.914,730,2759.2050410958877,2198.6725369972582,take_profit,take_profit
2021-09-09,SELL,38,16926.614,643211.332,705,2180.2088767124515,1737.299443408317,take_profit,take_profit
2021-09-09,SELL,28,16926.614,473945.19200000004,713,8532.321350644113,6798.9802682607615,take_profit,take_profit
2021-09-09,SELL,1,16926.614,16926.614,717,465.02517808219415,370.5553131547964,take_profit,take_profit
2021-09-13,SELL,20,17396.52,347930.4,695,12733.40356164386,10146.61262809591,take_profit,take_profit
2021-09-13,SELL,38,17396.52,661067.76,703,16987.15717808232,13536.216197354897,take_profit,take_profit
2021-09-13,SELL,17,17396.52,295740.84,708,12810.63713698633,10208.156202607557,take_profit,take_profit
2021-09-14,SELL,2,17656.468,35312.936,671,1630.4066027397294,1299.1895013931535,take_profit,take_profit
2021-09-14,SELL,5,17656.468,88282.34,672,4332.213082191777,3452.1239945445177,take_profit,take_profit
2021-09-14,SELL,30,17656.468,529694.04,700,19552.134657534283,15580.118501856194,take_profit,take_profit
2021-09-14,SELL,34,17656.468,600319.912,704,19785.021972602743,15765.694758868496,take_profit,take_profit
2021-09-15,SELL,18,17516.496,315296.92799999996,682,8324.927013698561,6633.718090865699,take_profit,take_profit
2021-09-15,SELL,15,17516.496,262747.44,683,7706.978219178096,6141.3055939520655,take_profit,take_profit
2021-09-15,SELL,18,17516.496,315296.92799999996,684,8371.702356164315,6670.991022509534,take_profit,take_profit
2021-09-15,SELL,24,17516.496,420395.904,699,9818.041315068493,7823.506221912328,take_profit,take_profit
2021-09-15,SELL,36,17516.496,630593.8559999999,701,9419.53265753423,7505.954598156151,take_profit,take_profit
2021-09-15,SELL,38,17516.496,665626.848,702,10942.513315068525,8719.541735112354,take_profit,take_profit
2021-09-15,SELL,18,17516.496,315296.92799999996,707,8900.419068493082,7092.298934728712,take_profit,take_profit
2021-09-22,BUY,2,16763.352,33526.704,748,0.0,0.0,buy_signal,buy
2021-09-24,BUY,24,17273.453999999998,414562.89599999995,749,0.0,0.0,buy_signal,buy
2021-09-30,BUY,1,16713.342,16713.342,750,0.0,0.0,buy_signal,buy
2021-10-01,BUY,1,16343.268,16343.268,751,0.0,0.0,buy_signal,buy
